# code;product-code;quantity;ia;il;side;_d;
C00000160;PROD000027;5;3;1;189;Left;1;
C00000161;;;3;1;28;Left;1;
C00000162;PROD000021;8;4;1;6;Left;1;
C00000163;;;1;1;63;Right;1;
C00000164;PROD000034;51;2;1;136;Right;1;
C00000165;PROD000036;65;4;1;238;Left;1;
C00000166;PROD000034;75;3;1;284;Left;1;
C00000167;PROD000047;56;3;1;44;Right;1;
C00000168;;;3;1;80;Right;1;
C00000169;PROD000013;58;0;1;21;Right;1;
C00000170;;;1;1;83;Right;1;
C00000171;PROD000050;30;0;1;54;Left;1;
C00000172;PROD000011;7;3;1;166;Left;1;
C00000173;PROD000028;69;3;1;165;Right;0;
C00000174;PROD000014;1;4;1;32;Right;1;
C00000175;PROD000014;2;2;1;38;Right;1;
C00000176;;;3;1;272;Left;1;
C00000177;PROD000004;6;1;1;196;Right;1;
C00000178;PROD000003;1;2;1;199;Left;0;
C00000179;PROD000011;79;4;1;36;Right;1;
C00000180;PROD000042;8;4;1;248;Left;1;
C00000181;;;4;1;84;Right;1;
C00000182;PROD000030;61;2;1;87;Left;1;
C00000183;PROD000048;6;4;1;136;Right;1;
C00000184;;;4;1;83;Left;1;
C00000185;PROD000018;18;0;1;76;Left;1;
C00000186;PROD000007;17;3;1;16;Right;1;
C00000187;;;4;1;80;Right;1;
C00000188;PROD000001;84;1;1;42;Left;1;
C00000189;PROD000048;55;2;1;48;Right;1;
C00000190;;;1;1;81;Left;1;
C00000191;PROD000015;40;4;1;280;Left;1;
C00000192;;;4;1;18;Right;1;
C00000193;PROD000029;3;0;1;56;Left;1;
C00000194;PROD000048;22;4;1;53;Right;1;
C00000195;PROD000001;50;3;1;54;Left;1;
C00000196;PROD000013;97;2;1;193;Left;1;
C00000197;PROD000017;48;3;1;137;Right;1;
C00000198;PROD000006;62;4;1;48;Left;1;
C00000199;PROD000024;42;0;1;132;Right;1;
C00000200;PROD000024;74;3;1;13;Left;1;
C00000201;PROD000049;83;0;1;20;Right;1;
C00000202;PROD000031;43;4;1;297;Right;1;
C00000203;PROD000022;43;4;1;176;Left;0;
C00000204;PROD000020;30;1;1;52;Right;1;
C00000205;PROD000027;16;3;1;53;Left;1;
C00000206;PROD000040;4;3;1;38;Left;1;
C00000207;PROD000009;61;3;1;187;Right;0;
C00000208;PROD000014;1;4;1;133;Right;1;
C00000209;PROD000001;8;4;1;69;Right;1;
C00000210;;;1;1;149;Right;1;
C00000211;;;0;1;275;Left;1;
C00000212;PROD000024;4;0;1;21;Left;1;
C00000213;;;3;1;120;Right;1;
C00000214;PROD000025;89;4;1;161;Right;1;
C00000215;PROD000006;29;1;1;170;Left;1;
C00000216;PROD000046;14;3;1;29;Right;1;
C00000217;PROD000022;39;2;1;129;Right;1;
C00000218;PROD000047;17;1;1;2;Left;1;
C00000219;;;2;1;75;Left;1;
C00000220;PROD000036;3;1;1;130;Right;1;
C00000221;PROD000047;16;0;1;289;Left;1;
C00000222;PROD000026;32;0;1;229;Left;1;
C00000223;PROD000028;23;4;1;120;Right;1;
C00000224;PROD000029;69;3;1;114;Left;1;
C00000225;;;2;1;249;Right;1;
C00000226;;;0;1;34;Left;1;
C00000227;PROD000046;30;3;1;82;Right;1;
C00000228;PROD000008;1;2;1;151;Right;1;
C00000229;;;0;1;267;Left;1;
C00000230;PROD000002;13;2;1;25;Left;1;
C00000231;PROD000044;11;2;1;81;Right;1;
C00000232;;;3;1;84;Left;1;
C00000233;PROD000044;6;1;1;16;Left;1;
C00000234;PROD000039;4;0;1;142;Right;1;
C00000235;PROD000040;35;3;1;43;Right;1;
C00000236;PROD000034;4;4;1;180;Left;1;
C00000237;;;1;1;101;Right;1;
C00000238;;;4;1;23;Right;1;
C00000239;PROD000008;1;3;1;186;Right;1;
C00000240;PROD000019;36;1;1;29;Right;1;
C00000241;PROD000028;52;3;1;62;Left;1;
C00000242;PROD000032;26;3;1;65;Left;0;
C00000243;PROD000030;23;0;1;161;Left;1;
C00000244;PROD000043;1;3;1;9;Right;1;
C00000245;PROD000029;36;2;1;197;Right;1;
C00000246;PROD000008;22;3;1;19;Left;1;
C00000247;;;1;1;72;Left;1;
C00000248;;;0;1;168;Right;1;
C00000249;PROD000030;51;4;1;147;Right;1;
C00000250;PROD000038;16;1;1;26;Left;1;
C00000251;PROD000034;55;0;1;32;Right;1;
C00000252;PROD000011;48;3;1;255;Right;1;
C00000253;PROD000048;51;0;1;114;Left;1;
C00000254;PROD000050;2;4;1;48;Left;0;
C00000255;PROD000002;3;3;1;194;Left;1;
C00000256;;;2;1;247;Right;1;
C00000257;;;2;1;63;Right;1;
C00000258;PROD000011;64;3;1;128;Right;0;
C00000259;;;2;1;127;Left;1;
C00000260;PROD000039;5;0;1;70;Left;1;
C00000261;PROD000037;1;0;1;70;Right;1;
C00000262;PROD000012;45;1;1;151;Left;1;
C00000263;;;3;1;163;Left;1;
C00000264;PROD000017;12;2;1;40;Right;1;
C00000265;;;2;1;142;Right;1;
C00000266;PROD000036;61;0;1;135;Right;0;
C00000267;;;1;1;187;Right;1;
C00000268;PROD000010;73;4;1;125;Left;1;
C00000269;PROD000031;68;1;1;142;Left;1;
C00000270;;;3;1;108;Left;1;
C00000271;PROD000049;36;3;1;16;Right;0;
C00000272;PROD000008;42;0;1;127;Right;1;
C00000273;;;1;1;69;Right;1;
C00000274;;;1;1;174;Right;1;
C00000275;PROD000024;36;0;1;8;Left;1;
C00000276;PROD000015;32;0;1;140;Left;1;
C00000277;PROD000006;16;2;1;30;Right;1;
C00000278;PROD000025;49;4;1;138;Left;1;
C00000279;PROD000025;49;0;1;132;Left;1;
C00000280;PROD000043;4;4;1;36;Left;1;
C00000281;PROD000005;1;0;1;55;Left;1;
C00000282;;;4;1;175;Right;1;
C00000283;;;3;1;188;Left;0;
C00000284;;;1;1;266;Left;1;
C00000285;PROD000046;1;1;1;27;Left;1;
C00000286;PROD000001;74;2;1;210;Right;1;
C00000287;PROD000046;23;1;1;243;Right;1;
C00000288;PROD000044;49;4;1;109;Left;1;
C00000289;PROD000032;21;1;1;3;Right;1;
C00000290;PROD000035;20;2;1;49;Left;1;
C00000291;;;4;1;265;Right;1;
C00000292;;;1;1;154;Left;1;
C00000293;;;3;1;276;Left;1;
C00000294;PROD000047;63;2;1;196;Right;1;
C00000295;PROD000015;28;0;1;70;Right;0;
C00000296;PROD000040;7;0;1;29;Left;1;
C00000297;;;1;1;179;Right;1;
C00000298;PROD000024;8;3;1;3;Right;1;
C00000299;PROD000048;17;1;1;168;Left;1;
C00000300;PROD000042;19;1;1;81;Right;1;
C00000301;PROD000022;51;3;1;77;Left;1;
C00000302;PROD000030;18;0;1;20;Right;0;
C00000303;PROD000043;7;2;1;242;Left;1;
C00000304;;;3;1;158;Right;1;
C00000305;PROD000035;3;3;1;70;Right;1;
C00000306;PROD000018;52;0;1;188;Right;1;
C00000307;PROD000009;31;3;1;14;Right;1;
C00000308;;;2;1;196;Left;1;
C00000309;;;2;1;179;Left;1;
C00000310;;;3;1;169;Left;1;
C00000311;PROD000038;21;1;1;62;Right;1;
C00000312;;;4;1;224;Left;1;
C00000313;PROD000032;9;3;1;37;Left;1;
C00000314;PROD000020;1;3;1;196;Left;1;
C00000315;PROD000045;4;3;1;119;Right;1;
C00000316;PROD000025;4;2;1;10;Right;1;
C00000317;PROD000036;32;1;1;205;Right;1;
C00000318;PROD000003;2;4;1;198;Left;1;
C00000319;PROD000034;25;4;1;4;Right;1;
C00000320;PROD000045;25;3;1;107;Left;1;
C00000321;PROD000032;17;3;1;4;Right;1;
C00000322;PROD000050;30;4;1;35;Left;1;
C00000323;PROD000027;1;2;1;179;Left;0;
C00000324;PROD000049;45;2;1;71;Left;1;
C00000325;PROD000050;14;4;1;164;Left;1;
C00000326;PROD000046;7;3;1;162;Left;1;
C00000327;PROD000010;14;0;1;91;Left;1;
C00000328;;;0;1;93;Right;1;
C00000329;PROD000026;24;3;1;282;Left;1;
C00000330;PROD000032;24;3;1;196;Right;1;
C00000331;PROD000049;30;2;1;129;Right;0;
C00000332;;;3;1;295;Left;1;
C00000333;PROD000050;36;0;1;175;Left;1;
C00000334;PROD000013;6;3;1;88;Right;1;
C00000335;PROD000010;16;4;1;177;Left;1;
C00000336;PROD000019;17;3;1;58;Right;1;
C00000337;PROD000032;45;1;1;98;Left;1;
C00000338;;;3;1;174;Left;1;
C00000339;PROD000004;11;1;1;196;Right;0;
C00000340;PROD000007;53;1;1;27;Left;0;
C00000341;PROD000016;7;4;1;205;Left;1;
C00000342;;;3;1;71;Right;1;
C00000343;;;2;1;170;Left;1;
C00000344;PROD000044;8;1;1;43;Right;1;
C00000345;PROD000015;24;2;1;148;Right;1;
C00000346;PROD000013;46;4;1;56;Right;1;
C00000347;;;0;1;256;Left;1;
C00000348;PROD000005;59;2;1;126;Right;1;
C00000349;;;4;1;103;Left;1;
C00000350;;;2;1;10;Right;0;
C00000351;PROD000028;28;1;1;57;Left;1;
C00000352;;;0;1;109;Right;1;
C00000353;PROD000039;6;2;1;79;Left;1;
C00000354;PROD000017;43;4;1;151;Right;1;
C00000355;PROD000012;36;2;1;177;Left;1;
C00000356;PROD000027;24;2;1;118;Left;1;
C00000357;PROD000050;7;2;1;44;Left;1;
C00000358;PROD000029;35;1;1;299;Left;0;
C00000359;PROD000022;29;4;1;125;Left;0;
C00000360;PROD000025;24;4;1;53;Right;0;
C00000361;PROD000016;76;0;1;47;Left;1;
C00000362;PROD000043;3;3;1;137;Left;1;
C00000363;;;4;1;196;Left;0;
C00000364;;;0;1;66;Left;1;
C00000365;PROD000015;39;1;1;279;Left;1;
C00000366;;;2;1;10;Left;1;
C00000367;;;0;1;165;Left;1;
C00000368;PROD000005;27;2;1;188;Right;1;
C00000369;PROD000050;3;2;1;6;Right;1;
C00000370;;;2;1;151;Left;1;
C00000371;PROD000028;85;1;1;23;Left;1;
C00000372;PROD000045;11;2;1;15;Left;1;
C00000373;PROD000012;10;4;1;11;Left;1;
C00000374;PROD000031;49;2;1;60;Left;1;
C00000375;PROD000031;32;2;1;98;Left;0;
C00000376;;;0;1;2;Left;1;
C00000377;PROD000047;7;4;1;274;Right;1;
C00000378;;;2;1;134;Right;1;
C00000379;PROD000023;52;2;1;294;Right;0;
C00000380;PROD000027;14;0;1;59;Left;1;
C00000381;PROD000001;5;1;1;14;Left;0;
C00000382;PROD000032;11;3;1;91;Left;1;
C00000383;PROD000007;17;1;1;25;Right;1;
C00000384;;;1;1;48;Left;1;
C00000385;PROD000007;4;4;1;86;Left;1;
C00000386;;;0;1;43;Right;1;
C00000387;PROD000029;81;3;1;173;Right;1;
C00000388;;;3;1;76;Left;1;
C00000389;PROD000041;29;1;1;214;Left;1;
C00000390;PROD000008;1;3;1;27;Right;1;
C00000391;PROD000012;42;4;1;9;Left;1;
C00000392;;;1;1;5;Left;1;
C00000393;PROD000034;59;2;1;198;Left;1;
C00000394;PROD000040;68;1;1;105;Right;1;
C00000395;PROD000021;5;4;1;3;Right;1;
C00000396;PROD000009;35;1;1;160;Left;1;
C00000397;PROD000020;10;2;1;172;Right;1;
C00000398;PROD000044;12;4;1;23;Right;0;
C00000399;;;3;1;155;Left;1;
C00000400;;;2;1;205;Left;1;
C00000401;PROD000002;42;4;1;78;Right;1;
C00000402;PROD000047;11;1;1;21;Left;1;
C00000403;PROD000006;84;1;1;123;Left;1;
C00000404;;;3;1;3;Left;1;
C00000405;PROD000036;87;4;1;4;Right;0;
C00000406;PROD000012;3;0;1;100;Right;1;
C00000407;PROD000008;43;4;1;52;Right;1;
C00000408;PROD000013;53;0;1;72;Left;1;
C00000409;PROD000040;3;2;1;54;Left;1;
C00000410;PROD000021;6;2;1;63;Left;1;
C00000411;PROD000034;2;4;1;85;Right;1;
C00000412;PROD000031;1;2;1;135;Right;1;
C00000413;PROD000029;48;0;1;3;Right;0;
C00000414;PROD000010;77;2;1;200;Right;1;
C00000415;PROD000027;8;4;1;21;Left;1;
C00000416;PROD000033;19;3;1;7;Right;1;
C00000417;PROD000012;42;4;1;118;Right;1;
C00000418;PROD000005;50;4;1;140;Left;1;
C00000419;PROD000015;11;3;1;256;Left;1;
C00000420;PROD000017;16;4;1;98;Left;1;
C00000421;PROD000004;9;0;1;261;Right;1;
C00000422;PROD000019;4;0;1;13;Right;1;
C00000423;PROD000013;4;0;1;129;Left;1;
C00000424;PROD000004;30;3;1;253;Left;1;
C00000425;PROD000049;53;4;1;173;Right;1;
C00000426;PROD000039;39;3;1;270;Right;1;
C00000427;;;1;1;230;Left;1;
C00000428;PROD000020;11;3;1;106;Right;1;
C00000429;;;1;1;285;Right;1;
C00000430;;;3;1;293;Right;1;
C00000431;PROD000020;24;1;1;156;Right;1;
C00000432;PROD000003;2;4;1;298;Right;1;
C00000433;PROD000041;27;0;1;21;Left;0;
C00000434;;;2;1;46;Left;1;
C00000435;PROD000009;18;0;1;63;Right;1;
C00000436;PROD000038;81;2;1;14;Right;1;
C00000437;;;1;1;207;Left;1;
C00000438;PROD000008;31;2;1;58;Left;1;
C00000439;PROD000026;25;3;1;81;Right;1;
C00000440;PROD000032;22;0;1;137;Left;1;
C00000441;PROD000027;2;1;1;89;Left;1;
C00000442;;;1;1;100;Right;1;
C00000443;PROD000012;30;2;1;33;Right;1;
C00000444;PROD000028;39;1;1;248;Left;1;
C00000445;PROD000046;17;1;1;34;Right;1;
C00000446;PROD000027;37;1;1;87;Left;1;
C00000447;PROD000030;46;4;1;126;Right;1;
C00000448;PROD000010;43;0;1;56;Left;0;
C00000449;PROD000021;2;2;1;151;Left;0;
C00000450;PROD000017;35;0;1;11;Right;1;
C00000451;PROD000009;3;1;1;128;Left;1;
C00000452;PROD000009;30;0;1;174;Right;1;
C00000453;PROD000027;18;1;1;46;Left;1;
C00000454;;;1;1;123;Right;1;
C00000455;PROD000029;58;3;1;189;Left;0;
C00000456;PROD000029;15;1;1;21;Left;0;
C00000457;;;1;1;183;Left;1;
C00000458;PROD000047;47;4;1;93;Right;1;
C00000459;PROD000044;46;0;1;2;Right;1;
C00000460;PROD000014;1;3;1;65;Right;1;
C00000461;PROD000004;40;1;1;217;Right;1;
C00000462;PROD000022;76;0;1;60;Left;1;
C00000463;PROD000002;9;0;1;101;Left;1;
C00000464;;;3;1;144;Left;1;
C00000465;PROD000018;25;3;1;26;Left;1;
C00000466;PROD000023;22;4;1;189;Left;1;
C00000467;;;1;1;298;Right;1;
C00000468;PROD000007;41;1;1;194;Right;1;
C00000469;PROD000017;16;0;1;133;Left;1;
C00000470;;;0;1;66;Left;0;
C00000471;PROD000017;66;2;1;60;Right;1;
C00000472;PROD000011;55;2;1;135;Right;0;
C00000473;PROD000039;1;2;1;30;Left;0;
C00000474;;;0;1;58;Left;1;
C00000475;PROD000016;62;3;1;36;Left;1;
C00000476;PROD000036;6;2;1;270;Left;1;
C00000477;PROD000021;8;3;1;27;Left;0;
C00000478;;;4;1;76;Right;1;
C00000479;;;2;1;24;Left;1;
C00000480;PROD000034;58;1;1;38;Left;1;
C00000481;PROD000010;44;3;1;265;Left;1;
C00000482;PROD000050;48;2;1;85;Right;1;
C00000483;;;1;1;85;Right;1;
C00000484;PROD000037;2;3;1;42;Right;1;
C00000485;;;2;1;190;Right;1;
C00000486;PROD000029;33;4;1;18;Right;0;
C00000487;PROD000047;56;1;1;52;Left;1;
C00000488;PROD000005;44;1;1;12;Right;1;
C00000489;PROD000003;36;2;1;12;Left;1;
C00000490;;;2;1;212;Left;1;
C00000491;;;4;1;109;Right;1;
C00000492;PROD000038;45;2;1;228;Left;1;
C00000493;;;1;1;186;Left;1;
C00000494;PROD000001;30;0;1;84;Left;1;
C00000495;PROD000037;4;2;1;24;Left;0;
C00000496;;;2;1;56;Right;1;
C00000497;PROD000013;64;2;1;172;Right;0;
C00000498;;;0;1;55;Left;0;
C00000499;;;3;1;102;Right;1;
C00000500;PROD000038;63;2;1;76;Left;1;
C00000501;PROD000044;10;3;1;104;Left;1;
C00000502;;;2;1;243;Right;1;
C00000503;;;4;1;130;Right;1;
C00000504;PROD000026;22;2;1;250;Left;1;
C00000505;PROD000036;89;1;1;7;Left;1;
C00000506;PROD000006;1;2;1;205;Right;1;
C00000507;PROD000021;1;3;1;186;Left;1;
C00000508;PROD000009;57;0;1;50;Right;1;
C00000509;PROD000023;65;2;1;124;Left;1;
C00000510;PROD000013;73;2;1;91;Left;1;
C00000511;PROD000007;36;2;1;285;Left;1;
C00000512;PROD000019;28;2;1;116;Left;1;
C00000513;PROD000021;3;4;1;18;Left;1;
C00000514;PROD000035;34;2;1;120;Left;1;
C00000515;;;2;1;49;Right;1;
C00000516;;;0;1;39;Left;1;
C00000517;;;4;1;84;Left;1;
C00000518;;;0;1;86;Right;1;
C00000519;PROD000021;1;4;1;134;Right;1;
C00000520;PROD000017;51;3;1;7;Left;1;
C00000521;;;3;1;6;Left;1;
C00000522;PROD000046;32;2;1;25;Right;1;
C00000523;PROD000044;12;1;1;83;Right;0;
C00000524;PROD000012;36;0;1;181;Right;1;
C00000525;PROD000008;24;3;1;86;Right;1;
C00000526;;;3;1;177;Left;1;
C00000527;PROD000041;28;4;1;59;Right;1;
C00000528;PROD000005;46;4;1;280;Left;0;
C00000529;PROD000015;31;1;1;93;Left;1;
C00000530;PROD000005;55;1;1;72;Right;1;
C00000531;PROD000011;70;1;1;46;Left;0;
C00000532;;;1;1;18;Right;1;
C00000533;PROD000007;20;0;1;34;Left;0;
C00000534;;;3;1;44;Right;0;
C00000535;;;2;1;6;Left;1;
C00000536;PROD000005;10;4;1;6;Right;1;
C00000537;PROD000030;68;1;1;110;Right;1;
C00000538;PROD000015;22;4;1;60;Right;1;
C00000539;PROD000010;50;0;1;66;Right;1;
C00000540;PROD000048;4;0;1;161;Left;0;
C00000541;;;2;1;191;Right;1;
C00000542;PROD000006;31;1;1;248;Right;1;
C00000543;;;2;1;158;Right;1;
C00000544;PROD000029;4;3;1;225;Left;1;
C00000545;;;4;1;133;Right;0;
C00000546;PROD000010;36;1;1;40;Left;1;
C00000547;PROD000020;37;2;1;80;Left;1;
C00000548;PROD000042;78;4;1;131;Left;1;
C00000549;PROD000041;57;0;1;159;Left;1;
C00000550;PROD000040;39;2;1;95;Left;1;
C00000551;PROD000031;6;2;1;187;Right;1;
C00000552;PROD000011;36;2;1;76;Right;1;
C00000553;PROD000015;2;2;1;202;Right;1;
C00000554;PROD000025;47;2;1;121;Right;1;
C00000555;PROD000048;8;4;1;37;Right;1;
C00000556;PROD000043;8;2;1;268;Left;1;
C00000557;PROD000042;74;1;1;293;Left;1;
C00000558;PROD000033;2;1;1;220;Left;1;
C00000559;PROD000034;64;1;1;154;Right;1;
C00000560;PROD000026;29;2;1;13;Right;0;
C00000561;PROD000025;55;2;1;292;Left;1;
C00000562;PROD000010;39;2;1;12;Left;0;
C00000563;PROD000012;18;0;1;128;Left;1;
C00000564;PROD000007;1;4;1;135;Left;1;
C00000565;PROD000006;51;3;1;276;Left;0;
C00000566;PROD000042;44;4;1;91;Left;1;
C00000567;;;3;1;221;Right;1;
C00000568;PROD000045;5;3;1;140;Left;1;
C00000569;PROD000029;57;1;1;77;Left;1;
C00000570;PROD000024;25;4;1;43;Right;1;
C00000571;PROD000006;41;4;1;55;Right;1;
C00000572;PROD000015;17;1;1;57;Right;1;
C00000573;PROD000024;77;4;1;46;Right;1;
C00000574;PROD000048;94;1;1;18;Left;1;
C00000575;PROD000027;5;3;1;28;Right;1;
C00000576;;;1;1;168;Left;0;
C00000577;;;1;1;194;Left;1;
C00000578;PROD000010;11;0;1;48;Left;1;
C00000579;PROD000032;31;3;1;22;Right;1;
C00000580;;;2;1;118;Right;1;
C00000581;PROD000012;5;2;1;198;Right;1;
C00000582;PROD000038;9;0;1;279;Left;1;
C00000583;PROD000037;2;2;1;72;Right;0;
C00000584;PROD000023;65;1;1;33;Right;1;
C00000585;PROD000009;60;0;1;112;Right;1;
C00000586;;;4;1;247;Right;1;
C00000587;;;1;1;201;Right;1;
C00000588;PROD000024;26;4;1;98;Right;1;
C00000589;PROD000031;16;1;1;15;Right;1;
C00000590;PROD000040;39;2;1;193;Right;1;
C00000591;PROD000047;20;2;1;183;Right;1;
